Institution,Country/territory
Genomics plc,United Kingdom (UK)
Alder Hey Children's NHS Foundation Trust,United Kingdom (UK)
Kingston University,United Kingdom (UK)
AGA Nanotech Ltd.,United Kingdom (UK)
Rolls-Royce plc,United Kingdom (UK)
Hampshire Hospitals NHS Foundation Trust,United Kingdom (UK)
Avacta Group Plc,United Kingdom (UK)
Edge Hill University,United Kingdom (UK)
Herts and Essex Fertility Centre,United Kingdom (UK)
London Institute for Mathematical Sciences (LIMS),United Kingdom (UK)
London Mathematical Laboratory,United Kingdom (UK)
Birmingham City University (BCU),United Kingdom (UK)
North Bristol NHS Trust,United Kingdom (UK)
British Trust for Ornithology (BTO),United Kingdom (UK)
Westcountry Rivers Trust,United Kingdom (UK)
Environment Agency,United Kingdom (UK)
Sphere Fluidics Limited,United Kingdom (UK)
Anglian Water Services Ltd.,United Kingdom (UK)
UK Water Industry Research Ltd. (UWKIR),United Kingdom (UK)
Gardline Limited,United Kingdom (UK)
British Biocell International (BBI Solutions),United Kingdom (UK)
Sortition Foundation,United Kingdom (UK)
OMass Therapeutics Limited,United Kingdom (UK)
Teesside University,United Kingdom (UK)
NHS National Services Scotland,United Kingdom (UK)
"Invicro, LLC",United Kingdom (UK)
hVIVO Services Limited,United Kingdom (UK)
"School of Oriental and African Studies, University of London (SOAS)",United Kingdom (UK)
FabRx Ltd.,United Kingdom (UK)
British Heart Foundation (BHF),United Kingdom (UK)
NHS Tayside,United Kingdom (UK)
University of London - Goldsmiths,United Kingdom (UK)
"Department for Business, Energy and Industrial Strategy (BEIS)",United Kingdom (UK)
Safety in Engineering Ltd.,United Kingdom (UK)
Nu Instruments Ltd.,United Kingdom (UK)
Almac Group,United Kingdom (UK)
Manchester BIOGEL,United Kingdom (UK)
C2JF Solutions LLP,United Kingdom (UK)
Moredun Foundation,United Kingdom (UK)
Office for National Statistics (ONS),United Kingdom (UK)
"Exact Sciences Innovation, Ltd.",United Kingdom (UK)
Biomathematics and Statistics Scotland (BioSS),United Kingdom (UK)
De Montfort University,United Kingdom (UK)
Abertay University,United Kingdom (UK)
O.J. Brambles Consulting,United Kingdom (UK)
Horizon Discovery Ltd.,United Kingdom (UK)
South Atlantic Environmental Research Institute (SAERI),United Kingdom (UK)
Royal Brompton and Harefield NHS Foundation Trust,United Kingdom (UK)
Institute for Fiscal Studies,United Kingdom (UK)
4DPharma Research Ltd.,United Kingdom (UK)
D2 Bioscience Group Ltd.,United Kingdom (UK)
CARE Fertility,United Kingdom (UK)
INOVYN Limited,United Kingdom (UK)
Company of Biologists Ltd.,United Kingdom (UK)
Culture Collection of Algae and Protozoa (CCAP),United Kingdom (UK)
British Ministry of Defence,United Kingdom (UK)
European Research Initiative on ALK-Related Malignancies (ERIA),United Kingdom (UK)
University of East London (UEL),United Kingdom (UK)
Sterling Pharma Solutions Ltd.,United Kingdom (UK)
NIHR Bioresource,United Kingdom (UK)
Kinomica Ltd.,United Kingdom (UK)
Plymouth Hospitals NHS Trust,United Kingdom (UK)
Tommy's,United Kingdom (UK)
Cambridge Biomedical Campus (CBC),United Kingdom (UK)
UK Biocentre Ltd,United Kingdom (UK)
MR Solutions Ltd.,United Kingdom (UK)
Dynamic Vision Systems Ltd.,United Kingdom (UK)
Emotech Ltd.,United Kingdom (UK)
National Environmental Isotope Facility (NEIF),United Kingdom (UK)
LMAT Ltd.,United Kingdom (UK)
Mediatek Research Uk Limited,United Kingdom (UK)
Abcam plc,United Kingdom (UK)
Heilbronn Institute for Mathematical Research,United Kingdom (UK)
St Helens and Knowsley Teaching Hospitals NHS Trust,United Kingdom (UK)
Marine Scotland Science (MSS),United Kingdom (UK)
Sitryx Therapeutics Limited,United Kingdom (UK)
Cathie Group,United Kingdom (UK)
Halo Therapeutics Ltd.,United Kingdom (UK)
St George's University Hospitals NHS Foundation Trust,United Kingdom (UK)
Chelsea and Westminster Hospital NHS Foundation Trust,United Kingdom (UK)
St Mark's Hospital,United Kingdom (UK)
Center for Tropical Livestock Genetics and Health (CTLGH),United Kingdom (UK)
Foundation for Liver Research,United Kingdom (UK)
Southern Health NHS Foundation Trust,United Kingdom (UK)
Elephants for Africa,United Kingdom (UK)
Kromek Group plc,United Kingdom (UK)
Central and North West London NHS Foundation Trust (CNWL),United Kingdom (UK)
Global Canopy,United Kingdom (UK)
Integrated Geochemical Interpretation Ltd (IGI Ltd),United Kingdom (UK)
Honest AI Ltd.,United Kingdom (UK)
Human Induced Pluripotent Stem Cells Initiative (HipSci),United Kingdom (UK)
Sussex Inshore Fisheries and Conservation Authority (Sussex IFCA),United Kingdom (UK)
3Dmagination Ltd,United Kingdom (UK)
FabricNano Limited,United Kingdom (UK)
Mindat.org,United Kingdom (UK)
University of the Highlands and Islands (UHI),United Kingdom (UK)
COVID-19 Genomics UK Consortium (COG-UK),United Kingdom (UK)
Royal Institution of Great Britain (Ri),United Kingdom (UK)
Exepathology,United Kingdom (UK)
Vapourtec Ltd.,United Kingdom (UK)
Thames Water Utilities Limited,United Kingdom (UK)
Royal Botanic Garden Edinburgh (RBGE),United Kingdom (UK)
NHS Wales,United Kingdom (UK)
Aptamer Group,United Kingdom (UK)
Palynova,United Kingdom (UK)
Historic England,United Kingdom (UK)
Solent NHS Trust,United Kingdom (UK)
Kymab Limited,United Kingdom (UK)
Bering Limited,United Kingdom (UK)
PS Analytical,United Kingdom (UK)
Highland Ringing Group,United Kingdom (UK)
Open Climate Fix,United Kingdom (UK)
Cambivac Ltd.,United Kingdom (UK)
Thomson Environmental Consultants,United Kingdom (UK)
Staffin Dinosaur Museum,United Kingdom (UK)
Elixir Software Ltd.,United Kingdom (UK)
Abzena PLC,United Kingdom (UK)
Royal United Hospitals Bath NHS Trust,United Kingdom (UK)
"Centre for Decision Research and Experimental Economics (CeDEx), UoN",United Kingdom (UK)
Brondesbury Medical Centre,United Kingdom (UK)
Xampla Ltd.,United Kingdom (UK)
NeuroGEARS Ltd.,United Kingdom (UK)
TRACE Wildlife Forensics Network,United Kingdom (UK)
University of Northampton,United Kingdom (UK)
Metamaterials Ltd.,United Kingdom (UK)
Alchemab Therapeutics Ltd.,United Kingdom (UK)
University Hospitals of North Midlands NHS Trust (UHNM NHS Trust),United Kingdom (UK)
Ordnance Survey Ltd,United Kingdom (UK)
Catherine Rushworth Curran Ltd.,United Kingdom (UK)
Thomas Keating Ltd.,United Kingdom (UK)
Biocel Limited,United Kingdom (UK)
Zühlke Engineering Ltd.,United Kingdom (UK)
Mote Research Ltd.,United Kingdom (UK)
The Henry Stewart Group,United Kingdom (UK)
Welsh Government,United Kingdom (UK)
Scottish Government,United Kingdom (UK)
Liverpool University Hospitals NHS Foundation Trust,United Kingdom (UK)
London North West Healthcare NHS Trust (LNWH),United Kingdom (UK)
University of West London (UWL),United Kingdom (UK)
Environment and Archaeology Services,United Kingdom (UK)
University of Wolverhampton,United Kingdom (UK)
QuodIt Ltd.,United Kingdom (UK)
Ground Upwards Ltd.,United Kingdom (UK)
Oxford Fertility,United Kingdom (UK)
Immetacyte Ltd.,United Kingdom (UK)
Intensive Care National Audit & Research Centre (ICNARC),United Kingdom (UK)
Stockport NHS Foundation Trust,United Kingdom (UK)
NHS Grampian,United Kingdom (UK)
Ecometrics Research and Consulting (EMRC),United Kingdom (UK)
CGG,United Kingdom (UK)
Bristol Industrial and Research Associates Limited (BIRAL),United Kingdom (UK)
Saddle Point Science Ltd.,United Kingdom (UK)
NHS Research Scotland,United Kingdom (UK)
Cervest Limited,United Kingdom (UK)
"Elemental Scientific Lasers, LLC",United Kingdom (UK)
Rio Tinto plc,United Kingdom (UK)
Public Health Agency (PHA),United Kingdom (UK)
Oxford Archaeology Ltd.,United Kingdom (UK)
Imophoron Ltd.,United Kingdom (UK)
Liverpool Health Partners (LHP),United Kingdom (UK)
East Cheshire NHS Trust,United Kingdom (UK)
"Mironid, Ltd.",United Kingdom (UK)
Armagh Observatory,United Kingdom (UK)
Cellcentric,United Kingdom (UK)
Blue Marine Foundation,United Kingdom (UK)
Geant4 Associates International Ltd.,United Kingdom (UK)
The Jurassic Coast Trust,United Kingdom (UK)
Liverpool Women's NHS Foundation Trust,United Kingdom (UK)
Camden and Islington NHS Foundation Trust (C&I),United Kingdom (UK)
West Suffolk NHS Foundation Trust,United Kingdom (UK)
VCS Potatoes Ltd.,United Kingdom (UK)
Serco Group plc,United Kingdom (UK)
United Kingdom Department of Health and Social Care (DHSC),United Kingdom (UK)
The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,United Kingdom (UK)
Cambridge Innovation Technologies Consulting Limited (CITC),United Kingdom (UK)
Cambridge Econometrics,United Kingdom (UK)
Nanolayers Research Computing Ltd.,United Kingdom (UK)
Conservation Research Consultants Ltd.,United Kingdom (UK)
St Mary's Catholic Primary School,United Kingdom (UK)
British Astronomical Association (BAA),United Kingdom (UK)
Chester Zoo,United Kingdom (UK)
Muscular Dystrophy UK,United Kingdom (UK)
Electrosciences Ltd.,United Kingdom (UK)
East and North Hertfordhsire NHS Trust,United Kingdom (UK)
Lewisham and Greenwich NHS Trust (LGT),United Kingdom (UK)
James Wigg GP Practice,United Kingdom (UK)
The Hepatitis C Trust,United Kingdom (UK)
Teledyne e2v Limited,United Kingdom (UK)
United Lincolnshire Hospitals NHS Trust,United Kingdom (UK)
Avon and Wiltshire Mental Health Partnership NHS Trust (AWP),United Kingdom (UK)
York Probe Sources Ltd.,United Kingdom (UK)
Edinburgh BioQuarter,United Kingdom (UK)
Zenith NeuroTech Ltd.,United Kingdom (UK)
CN Bio Innovations Limited,United Kingdom (UK)
Scientific Technologies Ltd.,United Kingdom (UK)
Sandwell and West Birmingham Hospitals NHS Trust (SWBH),United Kingdom (UK)
International Growth Centre (IGC),United Kingdom (UK)
Archaeological Research Services Ltd,United Kingdom (UK)
NERC Joint Nature Conservation Committee (JNCC),United Kingdom (UK)
aSciStance Ltd,United Kingdom (UK)
Clinical Bioinformatics Research Ltd.,United Kingdom (UK)
Health Protection Scotland (HPS),United Kingdom (UK)
Ersilia Open Source Initiative,United Kingdom (UK)
SpyBiotech Limited,United Kingdom (UK)
Royal Cornwall Hospitals NHS Trust (RCHT),United Kingdom (UK)
Aspinall Foundation,United Kingdom (UK)
Northern Lincolnshire and Goole Hospitals NHS Foundation Trust,United Kingdom (UK)
Portsmouth Hospitals NHS Trust,United Kingdom (UK)
Royal College of Paediatrics and Child Health (RCPCH),United Kingdom (UK)
"NanoFCM Co., Ltd.",United Kingdom (UK)
"School of Advanced Study, University of London (SAS)",United Kingdom (UK)
S-cubed Biometrics Ltd.,United Kingdom (UK)
University of South Wales,United Kingdom (UK)
University of Worcester,United Kingdom (UK)
"Heythrop College, University of London (HEY)",United Kingdom (UK)
Royal Academy of Music (RAM),United Kingdom (UK)
The Courtauld Institute of Art (CIA),United Kingdom (UK)
Royal Central School of Speech and Drama (RCSSD),United Kingdom (UK)
London Business School (LBS),United Kingdom (UK)
Sheffield Children's NHS Foundation Trust,United Kingdom (UK)
West Hertfordshire Hospitals NHS Trust,United Kingdom (UK)
Belfast Health and Social Care Trust (BHSCT),United Kingdom (UK)
MedChemica Ltd.,United Kingdom (UK)
East London NHS Foundation Trust (ELFT),United Kingdom (UK)
"BioClavis, Ltd.",United Kingdom (UK)
Lancashire Teaching Hospitals NHS Foundation Trust,United Kingdom (UK)
Cross Pharma Consulting Ltd,United Kingdom (UK)
Optima Partners,United Kingdom (UK)
NovoPath LLC,United Kingdom (UK)
County Durham and Darlington NHS Foundation Trust,United Kingdom (UK)
NHS Lanarkshire,United Kingdom (UK)
Altos Labs,United Kingdom (UK)
Hull University Teaching Hospitals NHS Trust,United Kingdom (UK)
Immunocore Limited,United Kingdom (UK)
RSK Group,United Kingdom (UK)
The Walton Centre NHS Foundation Trust,United Kingdom (UK)
South Tyneside and Sunderland NHS Foundation Trust (STSFT),United Kingdom (UK)
Quadrucept Bio Ltd.,United Kingdom (UK)
University Hospitals of Derby and Burton NHS Foundation Trust,United Kingdom (UK)
Ridgacre House Surgery,United Kingdom (UK)
Birmingham and Solihull Mental Health NHS Foundation Trust,United Kingdom (UK)
Epilepsy Society,United Kingdom (UK)
Humane Society International (HSI),United Kingdom (UK)
Whale and Dolphin Conservation (WDC),United Kingdom (UK)
DIGNOSIS Ltd.,United Kingdom (UK)
Princess Alexandra Hospital NHS Trust,United Kingdom (UK)
The Vaccine Group Limited,United Kingdom (UK)
UK Astronomy Technology Centre (UK ATC),United Kingdom (UK)
Church of England,United Kingdom (UK)
South Tees Hospitals NHS Foundation Trust,United Kingdom (UK)
"Imperial College of Science, Technology and Medicine",United Kingdom (UK)
The Landscape Research Centre Ltd.,United Kingdom (UK)
Kettering General Hospital NHS Foundation Trust,United Kingdom (UK)
Shrewsbury and Telford Hospital NHS Trust,United Kingdom (UK)
Royal Liverpool and Broadgreen University Hospitals NHS Trust,United Kingdom (UK)
Bit Bio Ltd.,United Kingdom (UK)
Hornet Therapeutics Ltd.,United Kingdom (UK)
International Initiative for Theoretical Ecology (IITE),United Kingdom (UK)
Northumbria Healthcare NHS Foundation Trust (Northumbria NHS),United Kingdom (UK)
Animal Health Trust (AHT),United Kingdom (UK)
ProImmune Ltd.,United Kingdom (UK)
Adelphi Group,United Kingdom (UK)
Institute for Research in Schools (IRIS),United Kingdom (UK)
Gibraltar Health Authority,United Kingdom (UK)
Micropathology Ltd.,United Kingdom (UK)
Cotswold Archaeology,United Kingdom (UK)
South West Heritage Trust,United Kingdom (UK)
Ricardo Energy and Environment,United Kingdom (UK)
Sherwood Forest Hospitals NHS Foundation Trust,United Kingdom (UK)
York Teaching Hospital NHS Foundation Trust,United Kingdom (UK)
Ashford and St Peter's Hospitals NHS Foundation Trust,United Kingdom (UK)
The FA Group,United Kingdom (UK)
Crewe Alexandra Football Club,United Kingdom (UK)
North Cumbria Integrated Care NHS Foundation Trust (NCIC),United Kingdom (UK)
Health Services Laboratories (HSL),United Kingdom (UK)
Domainex,United Kingdom (UK)
Oncimmune Limited,United Kingdom (UK)
Birmingham Community Healthcare NHS Trust,United Kingdom (UK)
Sedgeford Historical and Archaeological Research Project (SHARP),United Kingdom (UK)
Southend University Hospital NHS Foundation Trust,United Kingdom (UK)
Surrey and Sussex Healthcare NHS Trust,United Kingdom (UK)
Countess of Chester Hospital NHS Foundation Trust (COCH),United Kingdom (UK)
Milton Keynes Hospital NHS Foundation Trust,United Kingdom (UK)
Taunton and Somerset NHS Foundation Trust,United Kingdom (UK)
The Hillingdon Hospitals NHS Foundation Trust,United Kingdom (UK)
Instruct-ERIC,United Kingdom (UK)
Inivata,United Kingdom (UK)
Fauna and Flora International (FFI),United Kingdom (UK)
Greater Manchester West Mental Health NHS Foundation Trust,United Kingdom (UK)
Nottinghamshire Healthcare NHS Trust,United Kingdom (UK)
Wye Valley NHS Trust,United Kingdom (UK)
Corinium Museum,United Kingdom (UK)
MAP Archaeological Practice Ltd.,United Kingdom (UK)
University of Bristol Spelaeological Society (UBSS),United Kingdom (UK)
National Trust,United Kingdom (UK)
Wessex Archaeology Ltd.,United Kingdom (UK)
The Dudley Group NHS Foundation Trust,United Kingdom (UK)
Calderdale and Huddersfield NHS Foundation,United Kingdom (UK)
Salisbury NHS Foundation Trust,United Kingdom (UK)
Mid Yorkshire Hospitals NHS Trust,United Kingdom (UK)
Homerton University Hospital NHS Foundation Trust,United Kingdom (UK)
BSG Ecology,United Kingdom (UK)
Cambridgeshire County Council,United Kingdom (UK)
Royal Surrey County Hospital NHS Trust,United Kingdom (UK)
Torbay and Southern Devon NHS Foundation Trust,United Kingdom (UK)
Tameside Hospital NHS Foundation Trust,United Kingdom (UK)
Chesterfield Royal Hospital NHS Foundation Trust,United Kingdom (UK)
Royal Wolverhampton NHS Trust (RWT),United Kingdom (UK)
NHS Borders,United Kingdom (UK)
Pennine Acute Hospitals NHS Trust,United Kingdom (UK)
Bolton NHS Foundation Trust,United Kingdom (UK)
Independent Cancer Patients' Voice (ICPV),United Kingdom (UK)
Liverpool Heart and Chest Hospital,United Kingdom (UK)
Barnet and Chase Farm Hospitals NHS Trust,United Kingdom (UK)
Whittington Health NHS,United Kingdom (UK)
Maidstone and Tunbridge Wells NHS Trust,United Kingdom (UK)
North Tees and Hartlepool NHS Foundation Trust,United Kingdom (UK)
Gateshead Health NHS Foundation Trust,United Kingdom (UK)
East Kent Hospitals University NHS Foundation Trust,United Kingdom (UK)
"Barking, Havering and Redbridge University Hospitals NHS Trust (BHRUT)",United Kingdom (UK)
Yeovil District Hospital NHS Foundation Trust,United Kingdom (UK)
Dartford and Gravesham NHS Trust,United Kingdom (UK)
Great Western Hospitals NHS Foundation Trust,United Kingdom (UK)
James Paget University Hospitals NHS Foundation Trust,United Kingdom (UK)
Royal Berkshire NHS Foundation Trust,United Kingdom (UK)
Dorset County Hospital NHS Foundation Trust,United Kingdom (UK)
Cornwall Archaeological Unit,United Kingdom (UK)
East Dorset Antiquarian Society (EDAS),United Kingdom (UK)
Craven Museum and Gallery,United Kingdom (UK)
The Orkney Museum,United Kingdom (UK)
Keswick Museum,United Kingdom (UK)
Swale and Thames Archaeological Survey Company (SWAT Archaeology),United Kingdom (UK)
Hampshire Cultural Trust,United Kingdom (UK)
Manx National Heritage,United Kingdom (UK)
Tees Archaeology,United Kingdom (UK)
Heritage and Archaeological Research Practice Limited (HARP),United Kingdom (UK)
The Salisbury Museum,United Kingdom (UK)
Wiltshire Museum,United Kingdom (UK)
Royal Cornwall Museum,United Kingdom (UK)
Leeds Museum Discovery Centre,United Kingdom (UK)
MOLES Archaeology,United Kingdom (UK)
Museum of London,United Kingdom (UK)
The Novium Museum,United Kingdom (UK)
The Dock Museum,United Kingdom (UK)
Guernsey Museums and Galleries,United Kingdom (UK)
National Museum of Wales,United Kingdom (UK)
Royal Pavilion and Museums Trust,United Kingdom (UK)
Geophiz.Biz Limited,United Kingdom (UK)
Lower Winskill Farm,United Kingdom (UK)
Future-Fit Foundation,United Kingdom (UK)
Middlesex University (MU),United Kingdom (UK)
East Lancashire Hospitals NHS Trust,United Kingdom (UK)
Achilles Therapeutics plc,United Kingdom (UK)
Basildon and Thurrock University Hospitals NHS Foundation Trust,United Kingdom (UK)
Flamingo Land Ltd.,United Kingdom (UK)
North East London NHS Foundation Trust (NELFT),United Kingdom (UK)
Berkshire Healthcare NHS Foundation Trust,United Kingdom (UK)
Gloucestershire Hospitals NHS Trust (GHNHSFT),United Kingdom (UK)
Norfolk County Council,United Kingdom (UK)
East Suffolk and North Essex NHS Foundation Trust,United Kingdom (UK)
UCLPartners Academic Health Science Partnership,United Kingdom (UK)
Electronic Medical Records for The Developing World (Emr4dw),United Kingdom (UK)
Modestum LTD,United Kingdom (UK)
Harvard University,United States of America (USA)
Stanford University,United States of America (USA)
Massachusetts Institute of Technology (MIT),United States of America (USA)
National Institutes of Health (NIH),United States of America (USA)
"University of California, Berkeley (UC Berkeley)",United States of America (USA)
University of Michigan (U-M),United States of America (USA)
Yale University,United States of America (USA)
"University of California, San Diego (UC San Diego)",United States of America (USA)
"University of California, Los Angeles (UCLA)",United States of America (USA)
Columbia University in the City of New York (CU),United States of America (USA)
Cornell University,United States of America (USA)
University of Pennsylvania (Penn),United States of America (USA)
Northwestern University (NU),United States of America (USA)
University of Washington (UW),United States of America (USA)
Princeton University,United States of America (USA)
California Institute of Technology (Caltech),United States of America (USA)
The University of Chicago (UChicago),United States of America (USA)
The University of Texas at Austin (UT Austin),United States of America (USA)
Johns Hopkins University (JHU),United States of America (USA)
Washington University in St. Louis (WUSTL),United States of America (USA)
University of Illinois at Urbana-Champaign (UIUC),United States of America (USA)
New York University (NYU),United States of America (USA)
University of Wisconsin-Madison (UW-Madison),United States of America (USA)
"University of California, San Francisco (UCSF)",United States of America (USA)
University of Minnesota (UMN),United States of America (USA)
"University of California, Santa Barbara (UCSB)",United States of America (USA)
The Pennsylvania State University (Penn State),United States of America (USA)
Duke University,United States of America (USA)
Lawrence Berkeley National Laboratory (LBNL),United States of America (USA)
University of Colorado Boulder (CU-Boulder),United States of America (USA)
Georgia Institute of Technology (Georgia Tech),United States of America (USA)
"University of California, Davis (UC Davis)",United States of America (USA)
The Ohio State University (OSU),United States of America (USA)
"University of California, Irvine (UCI)",United States of America (USA)
Texas A&M University (TAMU),United States of America (USA)
"University of Maryland, College Park (UMCP)",United States of America (USA)
The University of Texas Southwestern Medical Center (UT Southwestern Medical Center),United States of America (USA)
The University of North Carolina at Chapel Hill (UNC),United States of America (USA)
University of Pittsburgh (Pitt),United States of America (USA)
University of Southern California (USC),United States of America (USA)
Purdue University,United States of America (USA)
"Rutgers, The State University of New Jersey (RU)",United States of America (USA)
Vanderbilt University (VU),United States of America (USA)
Indiana University (IU),United States of America (USA)
Rice University,United States of America (USA)
"University of California, Riverside (UCR)",United States of America (USA)
University of Florida (UF),United States of America (USA)
Scripps Research,United States of America (USA)
National Aeronautics and Space Administration (NASA),United States of America (USA)
North Carolina State University (NCSU),United States of America (USA)
State University of New York at Stony Brook (SUNY Stony Brook),United States of America (USA)
The University of Arizona (Arizona),United States of America (USA)
Los Alamos National Laboratory (LANL),United States of America (USA)
Argonne National Laboratory (ANL),United States of America (USA)
Arizona State University (ASU),United States of America (USA)
Mount Sinai Health System (MSHS),United States of America (USA)
University of Virginia (UVA),United States of America (USA)
The University of Utah (Utah),United States of America (USA)
Michigan State University (MSU),United States of America (USA)
Brown University,United States of America (USA)
Oak Ridge National Laboratory (ORNL),United States of America (USA)
Baylor College of Medicine (BCM),United States of America (USA)
The University of Texas MD Anderson Cancer Center,United States of America (USA)
Emory University,United States of America (USA)
Memorial Sloan Kettering Cancer Center (MSKCC),United States of America (USA)
Pacific Northwest National Laboratory (PNNL),United States of America (USA)
The Rockefeller University,United States of America (USA)
University of Massachusetts Amherst (UMass Amherst),United States of America (USA)
National Institute of Standards and Technology (NIST),United States of America (USA)
Boston University (BU),United States of America (USA)
Colorado State University,United States of America (USA)
U.S. Department of Defense (DoD),United States of America (USA)
University of Rochester (UR),United States of America (USA)
Mayo Clinic,United States of America (USA)
"University of California, Santa Cruz (UCSC)",United States of America (USA)
Iowa State University,United States of America (USA)
Carnegie Mellon University (CMU),United States of America (USA)
University of Massachusetts Medical School (UMass Medical School),United States of America (USA)
Virginia Polytechnic Institute and State University (Virginia Tech),United States of America (USA)
The University of Iowa (UI),United States of America (USA)
University of Oregon (UO),United States of America (USA)
Brookhaven National Laboratory (BNL),United States of America (USA)
National Oceanic and Atmospheric Administration (NOAA),United States of America (USA)
University of Illinois at Chicago (UIC),United States of America (USA)
University of Delaware (UD),United States of America (USA)
University of Cincinnati (UC),United States of America (USA)
University of Hawai'i at Manoa (UH Mānoa),United States of America (USA)
University of Notre Dame (ND),United States of America (USA)
Albert Einstein College of Medicine (Einstein),United States of America (USA)
The City University of New York (CUNY),United States of America (USA)
University of Connecticut (UConn),United States of America (USA)
University of Colorado Anschutz Medical Campus (CU Anschutz),United States of America (USA)
Florida State University (FSU),United States of America (USA)
U.S. Geological Survey (USGS),United States of America (USA)
"University at Buffalo, The State University of New York (SUNY UB)",United States of America (USA)
Northeastern University (NEU),United States of America (USA)
St. Jude Children's Research Hospital (St. Jude),United States of America (USA)
Dartmouth College,United States of America (USA)
The University of Georgia (UGA),United States of America (USA)
Oregon Health and Science University (OHSU),United States of America (USA)
Lawrence Livermore National Laboratory (LLNL),United States of America (USA)
University of Houston (UH),United States of America (USA)
National Center for Atmospheric Research (NCAR),United States of America (USA)
The University of Tennessee at Knoxville (UTK),United States of America (USA)
Case Western Reserve University (CWRU),United States of America (USA)
The University of Oklahoma (OU),United States of America (USA)
Sandia National Laboratories,United States of America (USA)
Fred Hutchinson Cancer Research Center (FHCRC),United States of America (USA)
University of Nebraska-Lincoln (UNL),United States of America (USA)
University of South Carolina - Columbia (SC),United States of America (USA)
Oregon State University,United States of America (USA)
The University of Texas at Dallas (UT Dallas),United States of America (USA)
Tufts University,United States of America (USA)
The University of New Mexico (UNM),United States of America (USA)
University of Miami (UM),United States of America (USA)
Brandeis University,United States of America (USA)
Washington State University (WSU),United States of America (USA)
University of Kentucky (UK),United States of America (USA)
IBM Corporation,United States of America (USA)
University of Missouri (Mizzou),United States of America (USA)
Alphabet Inc.,United States of America (USA)
The University of Texas Health Science Center at Houston (UTHealth),United States of America (USA)
Temple University,United States of America (USA)
Salk Institute for Biological Studies (Salk),United States of America (USA)
The University of Alabama at Birmingham (UAB),United States of America (USA)
The University of Kansas (KU),United States of America (USA)
"Merck & Co., Inc.",United States of America (USA)
Smithsonian Institution,United States of America (USA)
HHMI Janelia Research Campus,United States of America (USA)
University of South Florida (USF),United States of America (USA)
U.S. Department of Veterans Affairs,United States of America (USA)
"University of Nevada, Reno (UNR)",United States of America (USA)
"University of Maryland, Baltimore (UMB)",United States of America (USA)
Institute for Advanced Study (IAS),United States of America (USA)
Boston College (BC),United States of America (USA)
Carnegie Institution for Science (CIS),United States of America (USA)
State University of New York at Albany (SUNY Albany),United States of America (USA)
University of Texas Medical Branch (UTMB),United States of America (USA)
Woods Hole Oceanographic Institution (WHOI),United States of America (USA)
Clemson University,United States of America (USA)
The University of Texas at San Antonio (UTSA),United States of America (USA)
Cold Spring Harbor Laboratory (CSHL),United States of America (USA)
Wayne State University,United States of America (USA)
National Renewable Energy Laboratory (NREL),United States of America (USA)
University of Central Florida (UCF),United States of America (USA)
Auburn University,United States of America (USA)
The George Washington University (GW),United States of America (USA)
Louisiana State University (LSU),United States of America (USA)
Rensselaer Polytechnic Institute (RPI),United States of America (USA)
Cleveland Clinic,United States of America (USA)
The University of Akron (UAkron),United States of America (USA)
Simons Foundation,United States of America (USA)
Children's Hospital of Philadelphia (CHOP),United States of America (USA)
City of Hope,United States of America (USA)
Wake Forest University (WFU),United States of America (USA)
Pfizer Inc.,United States of America (USA)
U.S. Environmental Protection Agency (EPA),United States of America (USA)
The University of Texas Health Science Center at San Antonio (UT Health San Antonio),United States of America (USA)
Georgia State University (GSU),United States of America (USA)
Georgetown University,United States of America (USA)
Virginia Commonwealth University (VCU),United States of America (USA)
Tulane University,United States of America (USA)
The University of Alabama (UA),United States of America (USA)
University of Rhode Island (URI),United States of America (USA)
Fermi National Accelerator Laboratory (Fermilab),United States of America (USA)
Utah State University (USU),United States of America (USA)
Thomas Jefferson University (TJU),United States of America (USA)
Texas Tech University (TTU),United States of America (USA)
Syracuse University,United States of America (USA)
U.S. Department of Agriculture (USDA),United States of America (USA)
Lehigh University,United States of America (USA)
Chan Zuckerberg Biohub (CZ Biohub),United States of America (USA)
"University of Nevada, Las Vegas (UNLV)",United States of America (USA)
Cedars-Sinai Medical Center (Cedars-Sinai),United States of America (USA)
Colorado School of Mines,United States of America (USA)
"University of California, Merced (UC Merced)",United States of America (USA)
University of North Texas (UNT),United States of America (USA)
University of Vermont (UVM),United States of America (USA)
West Virginia University (WVU),United States of America (USA)
Florida International University (FIU),United States of America (USA)
University of Pittsburgh Medical Center (UPMC),United States of America (USA)
Allen Institute,United States of America (USA)
Gladstone Institutes,United States of America (USA)
The Jackson Laboratory (JAX),United States of America (USA)
University of Louisville (UofL),United States of America (USA)
"Regeneron Pharmaceuticals, Inc.",United States of America (USA)
University of Wyoming,United States of America (USA)
Thermo Fisher Scientific Inc.,United States of America (USA)
La Jolla Institute for Immunology (LJI),United States of America (USA)
Montana State University,United States of America (USA)
The University of Texas at Arlington (UTA),United States of America (USA)
Stowers Institute for Medical Research,United States of America (USA)
Sanford Burnham Prebys Medical Discovery Institute (SBP),United States of America (USA)
Drexel University,United States of America (USA)
University of Alabama in Huntsville (UAH),United States of America (USA)
George Mason University (GMU),United States of America (USA)
University of Alaska Fairbanks (UAF),United States of America (USA)
Kansas State University (K-State),United States of America (USA)
